ts,connected,time
2020-02-10 00:00:00,56,00:00:00
2020-02-10 00:30:00,57,00:30:00
2020-02-10 01:00:00,57,01:00:00
2020-02-10 01:30:00,57,01:30:00
2020-02-10 02:00:00,57,02:00:00
2020-02-10 02:30:00,58,02:30:00
2020-02-10 03:00:00,58,03:00:00
2020-02-10 03:30:00,58,03:30:00
2020-02-10 04:00:00,58,04:00:00
2020-02-10 04:30:00,58,04:30:00
2020-02-10 05:00:00,57,05:00:00
2020-02-10 05:30:00,55,05:30:00
2020-02-10 06:00:00,55,06:00:00
2020-02-10 06:30:00,48,06:30:00
2020-02-10 07:00:00,43,07:00:00
2020-02-10 07:30:00,35,07:30:00
2020-02-10 08:00:00,31,08:00:00
2020-02-10 08:30:00,41,08:30:00
2020-02-10 09:00:00,43,09:00:00
2020-02-10 09:30:00,47,09:30:00
2020-02-10 10:00:00,42,10:00:00
2020-02-10 10:30:00,48,10:30:00
2020-02-10 11:00:00,49,11:00:00
2020-02-10 11:30:00,53,11:30:00
2020-02-10 12:00:00,52,12:00:00
2020-02-10 12:30:00,49,12:30:00
2020-02-10 13:00:00,50,13:00:00
2020-02-10 13:30:00,48,13:30:00
2020-02-10 14:00:00,47,14:00:00
2020-02-10 14:30:00,52,14:30:00
2020-02-10 15:00:00,54,15:00:00
2020-02-10 15:30:00,55,15:30:00
2020-02-10 16:00:00,61,16:00:00
2020-02-10 16:30:00,66,16:30:00
2020-02-10 17:00:00,65,17:00:00
2020-02-10 17:30:00,64,17:30:00
2020-02-10 18:00:00,70,18:00:00
2020-02-10 18:30:00,76,18:30:00
2020-02-10 19:00:00,73,19:00:00
2020-02-10 19:30:00,77,19:30:00
2020-02-10 20:00:00,80,20:00:00
2020-02-10 20:30:00,78,20:30:00
2020-02-10 21:00:00,82,21:00:00
2020-02-10 21:30:00,81,21:30:00
2020-02-10 22:00:00,81,22:00:00
2020-02-10 22:30:00,84,22:30:00
2020-02-10 23:00:00,87,23:00:00
2020-02-10 23:30:00,89,23:30:00
2020-02-10 23:59:59,89,23:59:59
2020-02-11 00:00:00,89,00:00:00
2020-02-11 00:30:00,89,00:30:00
2020-02-11 01:00:00,89,01:00:00
2020-02-11 01:30:00,90,01:30:00
2020-02-11 02:00:00,90,02:00:00
2020-02-11 02:30:00,93,02:30:00
2020-02-11 03:00:00,95,03:00:00
2020-02-11 03:30:00,97,03:30:00
2020-02-11 04:00:00,96,04:00:00
2020-02-11 04:30:00,96,04:30:00
2020-02-11 05:00:00,95,05:00:00
2020-02-11 05:30:00,92,05:30:00
2020-02-11 06:00:00,85,06:00:00
2020-02-11 06:30:00,81,06:30:00
2020-02-11 07:00:00,61,07:00:00
2020-02-11 07:30:00,47,07:30:00
2020-02-11 08:00:00,45,08:00:00
2020-02-11 08:30:00,47,08:30:00
2020-02-11 09:00:00,52,09:00:00
2020-02-11 09:30:00,49,09:30:00
2020-02-11 10:00:00,54,10:00:00
2020-02-11 10:30:00,52,10:30:00
2020-02-11 11:00:00,52,11:00:00
2020-02-11 11:30:00,51,11:30:00
2020-02-11 12:00:00,55,12:00:00
2020-02-11 12:30:00,55,12:30:00
2020-02-11 13:00:00,50,13:00:00
2020-02-11 13:30:00,55,13:30:00
2020-02-11 14:00:00,50,14:00:00
2020-02-11 14:30:00,44,14:30:00
2020-02-11 15:00:00,45,15:00:00
2020-02-11 15:30:00,42,15:30:00
2020-02-11 16:00:00,48,16:00:00
2020-02-11 16:30:00,48,16:30:00
2020-02-11 17:00:00,45,17:00:00
2020-02-11 17:30:00,56,17:30:00
2020-02-11 18:00:00,53,18:00:00
2020-02-11 18:30:00,60,18:30:00
2020-02-11 19:00:00,66,19:00:00
2020-02-11 19:30:00,67,19:30:00
2020-02-11 20:00:00,68,20:00:00
2020-02-11 20:30:00,71,20:30:00
2020-02-11 21:00:00,67,21:00:00
2020-02-11 21:30:00,65,21:30:00
2020-02-11 22:00:00,68,22:00:00
2020-02-11 22:30:00,64,22:30:00
2020-02-11 23:00:00,64,23:00:00
2020-02-11 23:30:00,64,23:30:00
2020-02-11 23:59:59,63,23:59:59
2020-02-12 00:00:00,63,00:00:00
2020-02-12 00:30:00,63,00:30:00
2020-02-12 01:00:00,64,01:00:00
2020-02-12 01:30:00,64,01:30:00
2020-02-12 02:00:00,64,02:00:00
2020-02-12 02:30:00,64,02:30:00
2020-02-12 03:00:00,64,03:00:00
2020-02-12 03:30:00,64,03:30:00
2020-02-12 04:00:00,64,04:00:00
